Current Test,Time,X,Y,Z,X2,Y2,Z2,PWMValue
Test perams:,"A, B, C, Ans",80,60,80,,,,
,7526,505.37677,348.89935,447.64557,,,,214
,7559,470.1287,359.66406,448.3291,,,,214
,7593,435.9436,393.6128,451.76456,,,,214
,7628,427.7888,446.15845,467.54816,,,,214
,7659,440.03064,475.50128,476.12485,,,,214
,7691,472.7465,509.14984,488.14688,,,,214
,7723,517.69995,527.2,498.21512,,,,214
,7757,569.2407,529.3782,506.26578,,,,214
,7791,601.96027,515.8768,510.8444,,,,214
,7824,626.7443,479.98474,513.9785,,,,214
,7855,621.544,430.2315,513.66907,,,,214
,7873,616.34155,417.2566,510.69992,,,,214
,7925,550.8065,363.71936,504.70007,,,,214
,7942,520.5412,355.172,500.77933,,,,214
,7958,489.31918,351.61725,497.17108,,,,214
,7975,456.05823,353.26,494.05786,,,,214
,7991,425.9979,363.3888,492.20508,,,,214
,8008,411.14655,373.0965,492.3349,,,,214
,8026,389.93478,396.10376,491.51016,,,,214
,8042,378.75525,422.9541,490.4307,,,,214
,8059,378.47678,458.53192,494.66165,,,,214
,8075,388.82425,505.19214,512.9613,,,,214
,8092,388.82425,505.19214,512.9613,,,,214
,8108,414.66528,536.8298,516.224,,,,214
,8126,414.66528,536.8298,516.224,,,,214
,8143,441.62186,560.7429,524.3152,,,,214
,8159,465.45728,575.5687,531.8466,,,,214
,8175,489.15668,579.68585,536.58057,,,,214
,8192,512.5754,578.424,540.7698,,,,214
,8208,535.41785,569.8562,542.6105,,,,214
,8225,557.3361,552.55176,543.0648,,,,214
,8241,573.59656,530.27673,543.65674,,,,214
,8259,583.1755,503.6311,544.01764,,,,214
,8276,585.921,473.82098,543.8888,,,,214
,8292,582.764,443.86182,543.5117,,,,214
,8308,578.62775,429.83923,544.095,,,,214
,8326,569.0712,406.25006,545.41785,,,,214
,8344,551.81134,381.78815,542.92163,,,,214
,8359,527.9665,362.14417,540.5311,,,,214
,8375,497.82074,344.8188,537.1874,,,,214
,8393,468.8745,336.77765,531.98486,,,,214
,8409,434.95242,332.51453,526.9612,,,,214
,8426,401.17532,336.45758,521.7035,,,,214
,8442,370.8771,346.3827,515.83496,,,,214
,8459,346.4393,368.39252,510.99838,,,,214
,8476,338.46674,381.28217,510.22418,,,,214
,8492,330.20514,410.97388,511.16406,,,,214
,8509,333.36746,451.3673,517.0082,,,,214
,8526,333.36746,451.3673,517.0082,,,,214
,8542,367.84402,508.13367,522.2017,,,,214
,8560,392.32828,528.7181,523.37854,,,,214
,8577,409.39926,538.96454,526.88635,,,,214
,8593,446.44724,554.32715,533.0134,,,,214
,8610,485.6787,563.2196,537.95935,,,,214
,8626,525.63605,571.49304,545.39185,,,,214
,8643,565.3615,562.69965,550.2119,,,,214
,8660,603.264,543.47705,552.8085,,,,214
,8676,619.2296,530.5797,553.1257,,,,214
,8693,646.0796,502.77753,549.8208,,,,214
,8710,661.8123,468.90656,546.14,,,,214
,8726,668.25024,436.8407,544.8711,,,,214
,8743,664.4676,404.9395,538.78107,,,,214
,8760,656.98944,374.8819,531.03625,,,,214
,8777,641.16327,347.52924,525.8732,,,,214
,8794,618.0049,325.84943,517.8747,,,,214
,8810,589.0157,307.4776,508.47382,,,,214
,8826,557.6023,297.4569,502.62103,,,,214
,8843,520.7465,293.22504,495.53595,,,,214
,8861,500.99814,293.99976,491.75598,,,,214
,8876,458.01697,305.12146,489.2226,,,,214
,8893,419.29352,318.52338,484.37497,,,,214
,8910,382.76456,341.93628,477.921,,,,214
,8927,354.7113,373.20386,474.24075,,,,214
,8943,343.26462,390.94574,473.32816,,,,214
,8960,327.50198,425.45416,472.37158,,,,214
,8976,323.95667,466.69794,478.48395,,,,214
,8993,328.80493,497.7854,485.57086,,,,214
,9010,342.52484,517.7065,489.59247,,,,214
,9026,366.83884,531.38556,494.41956,,,,214
,9043,397.67184,537.23004,498.97797,,,,214
,9060,415.813,537.3135,501.45325,,,,214
,9077,457.08862,532.3322,507.52896,,,,214
,9094,502.1733,521.1205,512.97003,,,,214
,9111,549.83374,503.02478,516.25806,,,,214
,9127,549.83374,503.02478,516.25806,,,,214
,9142,597.24744,476.1277,519.01,,,,214
,9160,644.65405,445.92365,520.27844,,,,214
,9176,692.09955,410.9693,520.0558,,,,214
,9193,739.9733,374.86987,522.19916,,,,214
,9210,789.26917,342.1446,524.5179,,,,0
,9228,840.539,311.74384,524.131,,,,0
,9244,889.1398,289.09302,527.2212,,,,0
,9262,943.72723,263.6187,530.2919,,,,0
,9278,995.9986,247.95087,535.85474,,,,0
,9295,1026.5626,237.31494,536.9158,,,,0
,9312,1082.3948,220.55396,534.2432,,,,0
,9329,1142.647,210.41199,535.9846,,,,0
,9346,1198.3737,206.4834,542.53284,,,,0
,9363,1253.8671,209.60034,546.20123,,,,0
,9379,1304.7241,216.34741,551.647,,,,173
,9395,1348.7623,228.67957,555.7556,,,,173
,9414,1394.034,246.17572,557.81995,,,,173
,9429,1433.1354,265.15558,558.082,,,,173
,9446,1468.9843,285.92566,556.56055,,,,173
,9462,1498.4413,304.771,557.7937,,,,173
,9479,1520.398,319.57465,558.4642,,,,173
,9496,1528.5255,333.1291,557.0947,,,,173
,9512,1537.9581,346.79144,558.0116,,,,173
,9530,1540.7614,353.2406,557.9045,,,,173
,9545,1537.6583,357.63678,556.9271,,,,173
,9563,1523.3328,359.93457,553.7561,,,,173
,9579,1490.9437,357.6944,546.828,,,,173
,9596,1468.2817,354.46027,540.7731,,,,173
,9612,1416.5483,343.62714,526.9806,,,,173
,9630,1362.5978,326.01575,514.40796,,,,173
,9646,1304.5488,305.789,509.9376,,,,173
,9663,1272.165,296.03076,507.99445,,,,173
,9679,1155.9502,263.7085,490.08008,,,,0
,9696,1106.2814,254.52441,485.68442,,,,0
,9712,1076.1572,248.37122,484.22107,,,,0
,9729,997.4872,240.56848,486.29526,,,,0
,9746,958.76025,244.12256,485.22025,,,,0
,9762,958.76025,244.12256,485.22025,,,,0
,9778,932.3211,253.82416,485.34656,,,,0
,9796,922.5026,263.27777,486.337,,,,0
,9813,914.41846,292.1145,485.17587,,,,0
,9829,923.62683,328.21674,486.43655,,,,0
,9845,945.6363,367.3958,492.6285,,,,0
,9862,980.3112,407.20355,499.7849,,,,0
,9879,1025.0354,445.0089,507.94705,,,,0
,9896,1077.1716,484.1007,519.2572,,,,0
,9913,1135.5117,516.9689,531.3595,,,,173
,9928,1199.2944,546.6666,541.63477,,,,173
,9945,1264.209,569.8235,553.30634,,,,173
,9962,1327.9598,585.5488,565.0471,,,,173
,9979,1359.418,590.5007,570.58496,,,,173
,9995,0.0,0.0,0.0,,,,0
,10045,1542.2758,526.4807,567.74854,,,,173
,10062,1552.3063,511.30212,564.6481,,,,173
,10079,1564.7236,475.50195,560.1749,,,,173
,10096,1563.7201,411.1278,551.298,,,,173
,10112,1558.3718,390.56323,542.27277,,,,173
,10130,1535.7322,354.88965,531.3815,,,,173
,10146,1510.8954,316.12225,516.99524,,,,173
,10162,1475.6621,288.43304,504.74896,,,,173
,10178,1436.7461,262.43,495.43146,,,,173
,10196,1398.0176,242.07056,487.04092,,,,173
,10212,1356.3633,232.16956,476.5511,,,,173
,10230,1337.1566,229.55878,471.7936,,,,173
,10247,1298.4329,228.93286,465.61194,,,,173
,10263,1259.042,235.88422,464.0985,,,,173
,10278,1223.7152,250.01184,463.04663,,,,0
,10295,1194.6743,270.1742,464.1477,,,,0
,10312,1184.2802,282.63202,463.98822,,,,0
,10329,1168.1174,306.02594,462.80447,,,,173
,10345,1154.9521,335.19434,469.74356,,,,173
,10363,1146.1443,358.87,478.85532,,,,173
,10379,1140.7805,376.60046,485.73703,,,,173
,10396,1137.0168,390.8993,490.76337,,,,173
,10412,1134.8514,397.6659,493.41074,,,,173
,10429,1131.5664,407.25793,498.26312,,,,173
,10445,1128.4507,411.33185,500.8979,,,,173
,10462,1124.1592,413.3672,502.33438,,,,173
,10479,1117.18,413.4431,504.9359,,,,173
,10496,1108.079,412.08215,507.64923,,,,173
,10513,1096.9211,409.0821,509.87662,,,,0
,10528,1091.443,407.12842,510.39505,,,,0
,10546,1078.7239,403.1303,511.98138,,,,0
,10561,1065.1802,398.30872,512.9772,,,,0
,10579,1052.706,394.29443,513.30994,,,,0
,10596,1047.2274,391.97864,513.60785,,,,0
,10612,1038.3604,388.43506,513.71295,,,,0
,10629,1029.0233,385.23663,513.50256,,,,0
